"userid","version","sum_gamerounds","retention_1","retention_7","purch"
6741983,"gate_30",19,"TRUE",FALSE,10.99
6757339,"gate_30",14,"TRUE",FALSE,2.29
6769438,"gate_30",38,"FALSE",FALSE,4.58
6772692,"gate_30",44,"TRUE",FALSE,2.29
6773715,"gate_40",323,"TRUE",TRUE,350.96
6784796,"gate_30",278,"TRUE",TRUE,332.62
6795241,"gate_30",35,"FALSE",TRUE,123.27
6813266,"gate_30",75,"FALSE",FALSE,43.97
6828190,"gate_30",49,"TRUE",TRUE,26.57
6835840,"gate_40",14,"TRUE",FALSE,10.99
6836301,"gate_40",78,"TRUE",TRUE,22.44
6843474,"gate_40",25,"TRUE",FALSE,10.99
6848534,"gate_40",15,"FALSE",FALSE,24.28
6855216,"gate_30",4,"FALSE",FALSE,2.29
6861759,"gate_40",20,"FALSE",FALSE,24.28
6865351,"gate_40",35,"TRUE",FALSE,10.99
6866511,"gate_30",4,"FALSE",FALSE,10.99
6874712,"gate_40",110,"TRUE",FALSE,76.94
6909066,"gate_40",5,"FALSE",FALSE,2.29
6914030,"gate_30",350,"TRUE",TRUE,132.37
6942724,"gate_40",37,"TRUE",TRUE,32.98
6947110,"gate_40",10,"FALSE",FALSE,2.29
6955009,"gate_40",19,"TRUE",FALSE,21.99
6963061,"gate_40",22,"TRUE",FALSE,2.29
6969916,"gate_40",8,"TRUE",FALSE,10.99
6975227,"gate_40",30,"FALSE",FALSE,26.57
6991515,"gate_40",495,"TRUE",TRUE,504.47
6996466,"gate_30",72,"TRUE",FALSE,4.58
6998491,"gate_30",6,"FALSE",FALSE,10.99
7015344,"gate_30",140,"TRUE",FALSE,123.27
7021224,"gate_40",26,"FALSE",FALSE,21.99
7025127,"gate_40",71,"FALSE",FALSE,6.87
7040082,"gate_40",7,"FALSE",FALSE,10.99
7064575,"gate_40",30,"TRUE",FALSE,35.27
7069181,"gate_40",144,"TRUE",TRUE,97.13
7089635,"gate_40",20,"TRUE",FALSE,24.28
7099407,"gate_30",107,"TRUE",TRUE,61.83
7101783,"gate_30",40,"FALSE",FALSE,2.29
7129494,"gate_30",23,"FALSE",FALSE,2.29
7134962,"gate_30",50,"TRUE",FALSE,6.87
7142802,"gate_40",23,"FALSE",TRUE,13.28
7149518,"gate_40",14,"FALSE",TRUE,57.28
7194902,"gate_40",228,"TRUE",FALSE,86.58
7195086,"gate_40",34,"TRUE",FALSE,4.58
7204951,"gate_30",226,"TRUE",TRUE,255.65
7213430,"gate_30",134,"TRUE",FALSE,46.72
7215259,"gate_40",59,"FALSE",TRUE,112.28
7222492,"gate_40",16,"TRUE",FALSE,13.28
7223798,"gate_30",38,"FALSE",FALSE,10.99
7230585,"gate_30",203,"TRUE",TRUE,73.28
7237539,"gate_30",11,"FALSE",FALSE,10.99
7239011,"gate_30",32,"TRUE",FALSE,65.98
7254901,"gate_30",14,"FALSE",TRUE,2.29
7261919,"gate_40",53,"TRUE",FALSE,26.57
7263560,"gate_40",18,"FALSE",FALSE,24.28
7282215,"gate_40",74,"TRUE",FALSE,46.27
7286532,"gate_30",76,"TRUE",FALSE,24.27
7310054,"gate_40",29,"TRUE",FALSE,6.87
7333551,"gate_40",51,"TRUE",TRUE,10.99
7341723,"gate_30",16,"FALSE",FALSE,2.29
7342055,"gate_30",39,"TRUE",TRUE,109.99
7342199,"gate_30",28,"FALSE",FALSE,6.87
7368719,"gate_30",9,"TRUE",FALSE,2.29
7369172,"gate_40",33,"TRUE",FALSE,10.99
7387262,"gate_30",188,"TRUE",TRUE,123.26
7390906,"gate_30",31,"TRUE",FALSE,32.98
7397157,"gate_40",21,"TRUE",FALSE,13.28
7403616,"gate_40",6,"FALSE",FALSE,2.29
7427454,"gate_30",263,"FALSE",TRUE,134.69
7430333,"gate_40",105,"FALSE",TRUE,99.4
7431637,"gate_40",129,"TRUE",TRUE,24.27
7432538,"gate_40",14,"FALSE",FALSE,164.98
7435822,"gate_40",14,"FALSE",TRUE,2.29
7445592,"gate_30",18,"FALSE",FALSE,4.58
7459191,"gate_30",37,"TRUE",FALSE,4.58
7459825,"gate_30",63,"TRUE",FALSE,57.26
7471081,"gate_30",16,"TRUE",FALSE,13.28
7473331,"gate_40",350,"TRUE",TRUE,297.81
7474767,"gate_30",184,"TRUE",TRUE,116.81
7476311,"gate_40",386,"TRUE",TRUE,114.95
7489164,"gate_40",454,"TRUE",TRUE,376.62
7496880,"gate_40",6,"FALSE",FALSE,10.99
7501480,"gate_30",17,"TRUE",FALSE,109.99
7509269,"gate_40",40,"FALSE",FALSE,26.57
7510691,"gate_30",16,"FALSE",FALSE,21.99
7549333,"gate_30",29,"FALSE",FALSE,59.57
7577155,"gate_40",59,"TRUE",FALSE,2.29
7584341,"gate_30",26,"FALSE",FALSE,35.26
7593093,"gate_30",14,"TRUE",FALSE,10.99
7597410,"gate_40",197,"TRUE",TRUE,28.85
7601127,"gate_40",86,"FALSE",FALSE,72.85
7604158,"gate_30",4,"FALSE",FALSE,10.99
7604578,"gate_40",35,"TRUE",FALSE,4.58
7606642,"gate_30",8,"FALSE",FALSE,2.29
7626542,"gate_40",47,"TRUE",FALSE,13.28
7628703,"gate_40",34,"TRUE",FALSE,10.99
7656145,"gate_40",32,"TRUE",FALSE,13.28
7656318,"gate_30",16,"TRUE",FALSE,10.99
7662273,"gate_40",187,"TRUE",TRUE,105.84
7663436,"gate_30",174,"TRUE",TRUE,178.68
7663742,"gate_30",17,"TRUE",FALSE,10.99
7672204,"gate_30",17,"TRUE",FALSE,4.58
7683004,"gate_30",16,"FALSE",FALSE,10.99
7699053,"gate_40",290,"TRUE",TRUE,372.54
7740125,"gate_40",439,"TRUE",TRUE,232.25
7745626,"gate_30",15,"FALSE",FALSE,2.29
7749011,"gate_40",83,"TRUE",FALSE,59.55
7750446,"gate_30",12,"FALSE",FALSE,13.28
7763319,"gate_40",12,"FALSE",FALSE,13.28
7767027,"gate_40",14,"FALSE",FALSE,2.29
7775672,"gate_40",53,"TRUE",FALSE,24.27
7777592,"gate_30",8,"FALSE",FALSE,43.98
7788255,"gate_40",119,"TRUE",TRUE,46.72
7799947,"gate_40",86,"FALSE",FALSE,105.83
7806038,"gate_40",325,"TRUE",TRUE,174.53
7810642,"gate_30",398,"TRUE",TRUE,291.39
7851617,"gate_30",41,"TRUE",FALSE,32.98
7877722,"gate_40",307,"TRUE",TRUE,192.4
7892216,"gate_30",170,"FALSE",TRUE,46.26
7894347,"gate_40",48,"TRUE",TRUE,112.24
7912651,"gate_30",110,"TRUE",TRUE,42.13
7929886,"gate_30",144,"TRUE",FALSE,246.52
7961844,"gate_30",36,"FALSE",FALSE,2.29
7965814,"gate_40",35,"TRUE",TRUE,13.28
8002099,"gate_40",10,"FALSE",FALSE,13.28
8004071,"gate_40",39,"TRUE",TRUE,35.27
8007106,"gate_30",237,"TRUE",TRUE,79.69
8020209,"gate_30",121,"TRUE",TRUE,59.55
8022685,"gate_30",34,"FALSE",FALSE,21.99
8038667,"gate_40",330,"TRUE",TRUE,381.65
8042514,"gate_30",27,"FALSE",FALSE,35.27
8045884,"gate_30",15,"FALSE",FALSE,21.99
8057100,"gate_40",13,"FALSE",FALSE,54.99
8057235,"gate_30",121,"TRUE",TRUE,163.12
8057830,"gate_30",55,"TRUE",FALSE,35.27
8061081,"gate_40",15,"FALSE",FALSE,54.99
8091516,"gate_30",17,"TRUE",FALSE,21.98
8109427,"gate_30",169,"FALSE",TRUE,77.43
8121195,"gate_40",146,"TRUE",FALSE,79.26
8126995,"gate_30",11,"FALSE",FALSE,21.99
8132368,"gate_40",24,"FALSE",FALSE,2.29
8142861,"gate_40",97,"TRUE",FALSE,35.27
8152659,"gate_30",32,"TRUE",FALSE,10.99
8162119,"gate_40",33,"TRUE",FALSE,2.29
8172084,"gate_30",38,"TRUE",FALSE,35.27
8192052,"gate_40",18,"FALSE",FALSE,10.99
8195632,"gate_40",47,"TRUE",FALSE,26.56
8196805,"gate_30",37,"FALSE",FALSE,9.16
8198556,"gate_40",31,"FALSE",FALSE,6.87
8204647,"gate_40",16,"TRUE",FALSE,2.29
8219192,"gate_30",24,"TRUE",FALSE,26.57
8224200,"gate_30",30,"TRUE",TRUE,4.58
8241906,"gate_40",165,"TRUE",TRUE,207.06
8249656,"gate_30",7,"TRUE",FALSE,2.29
8250528,"gate_30",62,"TRUE",FALSE,21.98
8270888,"gate_40",21,"FALSE",FALSE,13.28
8276338,"gate_30",102,"TRUE",FALSE,61.84
8288691,"gate_30",233,"TRUE",TRUE,226.82
8292894,"gate_40",87,"TRUE",TRUE,42.14
8304977,"gate_40",88,"TRUE",FALSE,33.44
8305517,"gate_40",251,"TRUE",TRUE,350.51
8323931,"gate_30",33,"TRUE",FALSE,2.29
8328407,"gate_30",124,"TRUE",TRUE,94.84
8348013,"gate_30",212,"TRUE",TRUE,248.76
8359563,"gate_40",177,"TRUE",TRUE,44.43
8366920,"gate_40",3,"TRUE",FALSE,2.29
8375345,"gate_30",135,"TRUE",TRUE,37.55
8375877,"gate_40",173,"TRUE",TRUE,123.23
8397159,"gate_30",86,"TRUE",FALSE,24.28
8398281,"gate_30",37,"TRUE",FALSE,2.29
8402121,"gate_30",32,"FALSE",FALSE,10.99
8411124,"gate_40",108,"TRUE",TRUE,61.84
8414204,"gate_40",73,"TRUE",FALSE,65.98
8418957,"gate_40",7,"FALSE",FALSE,21.99
8427248,"gate_40",15,"FALSE",FALSE,4.58
8429579,"gate_30",22,"TRUE",FALSE,21.99
8429621,"gate_40",623,"TRUE",TRUE,478.28
8431493,"gate_40",159,"TRUE",TRUE,88.41
8440483,"gate_30",196,"TRUE",FALSE,79.72
8440602,"gate_30",69,"TRUE",FALSE,57.26
8443208,"gate_30",8,"FALSE",FALSE,13.28
8448032,"gate_40",27,"FALSE",FALSE,10.99
8448045,"gate_30",5,"FALSE",FALSE,2.29
8478133,"gate_30",63,"TRUE",FALSE,65.98
8479994,"gate_40",32,"FALSE",FALSE,4.58
8481731,"gate_30",39,"FALSE",TRUE,70.54
8485861,"gate_30",21,"FALSE",FALSE,2.29
8496936,"gate_40",35,"FALSE",FALSE,6.87
8499380,"gate_40",5,"FALSE",FALSE,2.29
8502069,"gate_40",161,"TRUE",TRUE,119.12
8524603,"gate_40",182,"TRUE",TRUE,187.38
8528948,"gate_40",239,"TRUE",TRUE,165.37
8533705,"gate_40",176,"TRUE",TRUE,86.1
8542347,"gate_40",41,"TRUE",FALSE,15.57
8543125,"gate_40",77,"FALSE",FALSE,153.93
8551685,"gate_40",97,"TRUE",FALSE,64.12
8555727,"gate_40",429,"TRUE",FALSE,484.76
8574354,"gate_30",53,"TRUE",FALSE,57.28
8592182,"gate_30",13,"TRUE",FALSE,54.99
8595317,"gate_40",47,"TRUE",FALSE,21.99
8599957,"gate_40",65,"TRUE",TRUE,53.13
8617158,"gate_30",101,"TRUE",FALSE,4.58
8641084,"gate_40",54,"FALSE",FALSE,138.85
8645904,"gate_40",12,"FALSE",FALSE,15.57
8656930,"gate_30",19,"FALSE",FALSE,54.99
8671152,"gate_30",31,"TRUE",FALSE,21.99
8682610,"gate_30",150,"TRUE",TRUE,59.54
8686506,"gate_30",93,"TRUE",TRUE,94.83
8706555,"gate_30",38,"TRUE",FALSE,26.57
8732542,"gate_40",28,"FALSE",TRUE,21.99
8764839,"gate_40",88,"TRUE",FALSE,2.29
8790100,"gate_40",74,"TRUE",FALSE,114.53
8796809,"gate_30",28,"TRUE",FALSE,24.28
8804668,"gate_30",392,"TRUE",TRUE,202.92
8826792,"gate_30",26,"FALSE",FALSE,10.99
8848457,"gate_40",128,"TRUE",TRUE,147.54
8852443,"gate_40",34,"TRUE",FALSE,65.96
8855157,"gate_30",10,"FALSE",FALSE,2.29
8868912,"gate_30",37,"FALSE",FALSE,15.57
8879130,"gate_30",72,"TRUE",FALSE,90.25
8882567,"gate_40",44,"TRUE",FALSE,21.98
8886983,"gate_30",4,"FALSE",FALSE,10.99
8890497,"gate_30",51,"TRUE",FALSE,32.98
8902009,"gate_40",51,"FALSE",TRUE,17.86
8910359,"gate_30",39,"TRUE",FALSE,59.57
8932213,"gate_30",3,"FALSE",FALSE,10.99
8933007,"gate_40",15,"FALSE",FALSE,10.99
8937703,"gate_30",21,"FALSE",FALSE,109.98
8941554,"gate_40",49,"FALSE",FALSE,81.54
8951242,"gate_30",46,"FALSE",FALSE,2.29
8972655,"gate_40",114,"TRUE",TRUE,48.55
9005507,"gate_30",50,"TRUE",TRUE,4.58
9037570,"gate_40",124,"TRUE",FALSE,28.85
9037628,"gate_30",26,"TRUE",FALSE,57.26
9038656,"gate_30",188,"TRUE",FALSE,121.39
9045815,"gate_30",102,"FALSE",FALSE,4.58
9057444,"gate_40",85,"TRUE",FALSE,28.85
9066248,"gate_40",42,"TRUE",TRUE,2.29
9069174,"gate_40",10,"FALSE",FALSE,2.29
9098217,"gate_40",19,"FALSE",FALSE,10.99
9146035,"gate_30",133,"FALSE",FALSE,103.53
9173755,"gate_40",46,"TRUE",FALSE,90.26
9201521,"gate_30",110,"TRUE",TRUE,72.82
9219822,"gate_40",75,"TRUE",TRUE,6.87
9221429,"gate_40",16,"TRUE",FALSE,76.98
9223512,"gate_40",19,"TRUE",FALSE,57.26
9234713,"gate_30",139,"TRUE",FALSE,101.25
9238203,"gate_40",80,"TRUE",FALSE,10.99
9255701,"gate_30",63,"TRUE",FALSE,59.53
9272438,"gate_30",414,"TRUE",TRUE,161.2
9286145,"gate_30",44,"TRUE",FALSE,109.99
9307923,"gate_30",91,"TRUE",FALSE,32.98
9320666,"gate_40",38,"TRUE",FALSE,2.29
9322313,"gate_40",19,"FALSE",FALSE,10.99
9342670,"gate_40",174,"TRUE",TRUE,103.55
9363622,"gate_30",9,"FALSE",FALSE,2.29
9364881,"gate_30",4,"FALSE",FALSE,2.29
9383956,"gate_40",13,"FALSE",FALSE,21.99
9385798,"gate_30",6,"FALSE",FALSE,21.99
9403057,"gate_30",24,"FALSE",FALSE,21.99
9410128,"gate_30",6,"FALSE",FALSE,10.99
9410403,"gate_30",52,"TRUE",FALSE,21.98
9418344,"gate_30",58,"TRUE",FALSE,2.29
9435768,"gate_30",40,"FALSE",FALSE,123.26
9436157,"gate_40",29,"FALSE",FALSE,13.28
9446313,"gate_40",32,"FALSE",FALSE,32.98
9459288,"gate_40",37,"TRUE",FALSE,24.28
9483659,"gate_30",117,"TRUE",TRUE,193.8
9488574,"gate_40",92,"FALSE",TRUE,193.83
9491204,"gate_30",188,"TRUE",TRUE,138.82
9491585,"gate_40",59,"TRUE",FALSE,15.57
9507026,"gate_40",24,"TRUE",FALSE,10.99
9509128,"gate_40",127,"TRUE",TRUE,26.57
9514126,"gate_30",178,"TRUE",TRUE,108.11
9525685,"gate_30",8,"FALSE",FALSE,13.28
9534732,"gate_40",17,"FALSE",FALSE,2.29
9544965,"gate_30",107,"TRUE",FALSE,17.86
9558688,"gate_30",39,"TRUE",FALSE,59.54
9566441,"gate_30",61,"TRUE",FALSE,24.28
9568606,"gate_40",10,"FALSE",FALSE,65.98
9571407,"gate_30",115,"TRUE",TRUE,147.51
9577522,"gate_30",26,"FALSE",FALSE,2.29
9605291,"gate_40",87,"FALSE",TRUE,10.99
9635755,"gate_30",122,"FALSE",TRUE,70.54
9637000,"gate_40",132,"TRUE",FALSE,94.84
9651282,"gate_30",520,"TRUE",TRUE,341.33
9655131,"gate_40",311,"TRUE",TRUE,138.84
9660798,"gate_40",7,"FALSE",FALSE,21.99
9665236,"gate_40",62,"FALSE",TRUE,4.58
9665892,"gate_30",430,"TRUE",TRUE,264.35
9667422,"gate_30",16,"TRUE",FALSE,21.99
9682396,"gate_40",73,"TRUE",TRUE,37.56
9690596,"gate_30",338,"TRUE",TRUE,218.09
9695756,"gate_30",56,"TRUE",FALSE,15.57
9701131,"gate_40",27,"TRUE",TRUE,2.29
9709680,"gate_40",116,"TRUE",TRUE,46.25
9710609,"gate_40",5,"FALSE",FALSE,10.99
9710821,"gate_30",53,"FALSE",FALSE,15.57
9730504,"gate_40",32,"FALSE",FALSE,57.28
9737704,"gate_30",11,"TRUE",FALSE,2.29
9751275,"gate_30",17,"TRUE",FALSE,120.98
9778364,"gate_40",245,"TRUE",TRUE,75.1
9784981,"gate_30",55,"TRUE",TRUE,4.58
9789902,"gate_40",66,"TRUE",FALSE,37.56
9790706,"gate_40",88,"FALSE",FALSE,46.27
9791972,"gate_40",9,"FALSE",FALSE,10.99
9793515,"gate_30",223,"TRUE",TRUE,79.69
9801043,"gate_40",10,"FALSE",FALSE,2.29
9801766,"gate_30",11,"FALSE",FALSE,2.29
9816646,"gate_30",351,"TRUE",TRUE,128.27
9822330,"gate_30",43,"TRUE",FALSE,2.29
9843026,"gate_40",46,"FALSE",FALSE,2.29
9853197,"gate_30",256,"TRUE",TRUE,165.38
9862744,"gate_30",22,"TRUE",FALSE,4.58
9865461,"gate_40",32,"TRUE",TRUE,10.99
9865563,"gate_30",18,"FALSE",FALSE,2.29
9875088,"gate_30",26,"TRUE",FALSE,4.58
9875181,"gate_30",37,"TRUE",FALSE,32.98
9888855,"gate_30",130,"TRUE",FALSE,46.71
9900264,"gate_30",225,"TRUE",TRUE,169.94
9905648,"gate_30",41,"TRUE",FALSE,32.98
9910963,"gate_40",77,"TRUE",TRUE,13.28
9936321,"gate_40",17,"FALSE",FALSE,10.99
9938980,"gate_40",243,"TRUE",TRUE,156.68
9940744,"gate_30",56,"TRUE",TRUE,26.57
9952208,"gate_40",47,"FALSE",TRUE,4.58
9979214,"gate_40",13,"FALSE",FALSE,10.99
9981465,"gate_40",149,"TRUE",TRUE,149.81
9986314,"gate_30",72,"TRUE",FALSE,35.26
9998576,"gate_30",14,"TRUE",FALSE,2.29
9999710,"gate_30",28,"TRUE",FALSE,35.27
